1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
52	-0.889498	20.813884	150.787711	0.016946	0
53	-0.921487	21.813884	147.265776	0.018931	0
54	-0.901169	21.742111	147.513065	0.016461	0
55	-0.884645	22.742111	144.140730	0.020046	0
56	-0.911901	23.742111	140.919140	0.021127	0
57	-0.879429	24.742111	137.838409	0.017510	0
58	-0.906235	25.742111	134.889496	0.016183	0
59	-0.912710	26.742111	132.064119	0.017868	0
60	-0.890804	25.905849	134.418625	0.015905	16
61	-0.875793	26.905849	131.612734	0.016167	0
62	-0.908534	26.069592	133.951019	0.017086	0
63	-0.913985	25.233330	136.373905	0.017583	0
64	-0.901606	25.938102	134.326261	0.019469	0
65	-0.903996	26.938102	131.524184	0.021679	0
66	-0.872230	26.101841	133.859307	0.019811	0
67	-0.897352	27.101841	131.076476	0.014068	0
68	-0.911737	26.333930	133.202963	0.016652	0
69	-0.944569	25.501721	135.586805	0.012542	0
70	-0.895388	26.501721	132.732450	0.016101	0
71	-0.903554	27.501721	129.995796	0.020706	0
72	-0.911222	28.501648	127.369897	0.021623	0
73	-0.910955	29.501648	124.847803	0.017595	0
74	-0.944206	28.665386	126.949980	0.021340	1
75	-0.893560	29.665386	124.444325	0.015849	2
76	-0.929765	30.665386	122.035665	0.012590	2
77	-0.931814	29.829125	124.043446	0.016816	2
78	-0.929049	30.828872	121.650724	0.019136	2
79	-0.911620	31.828632	119.348535	0.012776	1
80	-0.936359	32.828612	117.131384	0.019290	2
81	-0.918070	33.828612	114.995066	0.019333	16
82	-0.911209	34.828612	112.935278	0.015686	0
83	-0.934472	35.828612	110.947982	0.020240	0
84	-0.925636	36.828612	109.029417	0.019776	0
85	-0.914898	37.828612	107.176077	0.016824	0
86	-0.930107	38.828612	105.384692	0.019341	0
87	-0.946348	37.992353	106.878595	0.015404	0
88	-0.904580	38.992353	105.097058	0.014728	0
89	-0.937500	39.992353	103.373939	0.016952	0
90	-0.917934	39.156091	104.810995	0.020953	0
91	-0.904362	38.319834	106.288560	0.016363	0
92	-0.929836	37.483573	107.808390	0.012907	0
93	-0.899117	38.483573	105.995983	0.012637	0
94	-0.924146	37.647549	107.506961	0.018388	0
95	-0.930818	36.817372	109.050611	0.012068	15
96	-0.944616	37.810010	107.209977	0.016399	0
97	-0.911382	38.810009	105.417469	0.015030	0
98	-0.912741	39.810009	103.683914	0.017697	0
99	-0.904469	40.810009	102.006453	0.012472	0
100	-0.935602	41.799172	100.399728	0.017353	16
101	-0.942350	42.799083	98.826181	0.019621	0
102	-0.914407	43.799083	97.301064	0.018914	0
103	-0.915736	44.799083	95.822304	0.013172	0
104	-0.928563	45.799083	94.387819	0.021058	0
105	-0.929636	46.799083	92.995650	0.017094	1
106	-0.911534	47.799083	91.643951	0.021936	0
107	-0.939726	48.799083	90.330983	0.018071	0
108	-0.953930	49.799083	89.055105	0.018867	0
109	-0.925030	50.799083	87.814767	0.015994	0
110	-0.930133	51.799083	86.608505	0.023305	2
111	-0.918011	52.799083	85.434934	0.018208	2
112	-0.910002	53.799083	84.292742	0.016712	2
113	-0.940754	52.962822	85.245799	0.016648	2
114	-0.907109	52.126560	86.220653	0.014478	2
115	-0.957280	51.393829	87.093332	0.021916	2
116	-0.925085	52.393829	85.906675	0.024152	2
117	-0.886535	53.393829	84.751919	0.021751	0
118	-0.924457	54.393829	83.627796	0.018321	0
119	-0.916950	55.393829	82.533103	0.015643	0
120	-0.911733	54.557568	83.446569	0.020486	0
121	-0.899935	55.497835	82.420892	0.016172	0
122	-0.910823	55.582258	82.330032	0.021078	0
123	-0.917351	54.923966	83.043868	0.016727	0
124	-0.922883	55.923966	81.964310	0.017346	0
125	-0.946691	55.087716	82.865148	0.019734	0
126	-0.944243	54.664770	83.328341	0.016539	0
127	-0.933830	55.664770	82.241423	0.016738	0
128	-0.925690	56.664770	81.182495	0.015548	0
129	-0.948222	55.831049	82.063435	0.016925	0
130	-0.941365	56.813581	81.027241	0.018269	0
131	-0.924623	57.813581	79.999154	0.018111	0
132	-0.943021	58.813581	78.996829	0.021524	0
133	-0.953959	59.813581	78.019309	0.020006	0
134	-0.944234	60.813581	77.065686	0.016604	0
135	-0.963103	61.711908	76.228683	0.016540	0
136	-0.931781	62.711908	75.318076	0.019283	1
137	-0.923190	63.704124	74.435807	0.013658	0
138	-0.935058	64.704124	73.567286	0.016350	0
139	-0.925211	63.867862	74.292195	0.017993	0
140	-0.948865	64.867862	73.427003	0.018386	0
141	-0.948452	65.867862	72.581731	0.014361	1
142	-0.906587	66.867862	71.755698	0.012881	31
143	-0.930827	66.048006	72.431525	0.015541	0
144	-0.943938	67.048006	71.608888	0.020830	0
145	-0.926996	66.211745	72.295536	0.014976	0
146	-0.954246	65.380064	72.991608	0.021194	0
147	-0.923981	66.380064	72.156273	0.016935	16
148	-0.936090	67.380064	71.339842	0.016942	0
149	-0.937413	66.558610	72.009135	0.020622	0
150	-0.928554	67.558610	71.196011	0.018844	0
151	-0.929940	68.558610	70.401046	0.014314	0
152	-0.953163	69.523996	69.650259	0.017074	15
153	-0.904091	68.687735	70.299688	0.020311	0
154	-0.953039	69.687504	69.524681	0.015728	0
155	-0.960321	68.851263	70.171743	0.017070	0
156	-0.920606	68.015002	70.830980	0.014286	0
157	-0.968916	67.178740	71.502720	0.019177	16
158	-0.951326	68.178740	70.700929	0.018618	0
159	-0.918512	67.342479	71.370193	0.014969	0
160	-0.921919	66.507117	72.051508	0.020510	0
161	-0.932813	67.507117	71.237433	0.016277	0
162	-0.929802	66.670878	71.916923	0.013925	0
163	-0.944635	67.670878	71.105869	0.013091	0
164	-0.954541	68.670878	70.312904	0.017331	0
165	-0.945646	69.670878	69.537430	0.014265	0
166	-0.922894	68.834616	70.184747	0.015898	0
167	-0.950423	67.998355	70.844229	0.014873	0
168	-0.943213	68.997900	70.057410	0.014018	0
169	-0.950843	69.572590	69.612891	0.016745	0
170	-0.935725	70.572590	68.852697	0.012836	0
171	-0.924972	71.572590	68.108927	0.014881	0
172	-0.924484	72.572590	67.381055	0.018226	0
173	-0.943234	73.427863	66.770756	0.016040	0
174	-0.977820	74.427863	66.071057	0.021324	0
175	-0.929558	75.427858	65.385874	0.020416	0
176	-0.950671	76.427858	64.714753	0.019750	0
177	-0.932287	77.427858	64.057269	0.017016	0
178	-0.938546	78.427858	63.413010	0.018036	0
179	-0.913310	77.591597	63.950884	0.018463	0
180	-0.933607	78.591597	63.308753	0.018378	0
181	-0.960214	77.755336	63.844852	0.015749	16
182	-0.934618	78.128418	63.604564	0.021626	0
183	-0.946761	77.294607	64.144107	0.016751	0
184	-0.963021	76.458346	64.694509	0.016052	0
185	-0.930857	75.622084	65.254438	0.013215	0
186	-0.932717	74.785823	65.824144	0.015533	16
187	-0.930303	75.785823	65.144043	0.014641	0
188	-0.931064	76.784157	64.478951	0.015461	0
189	-0.945252	75.947895	65.035139	0.019944	0
190	-0.956480	76.947895	64.371162	0.019461	0
191	-0.944681	77.947895	63.720606	0.016712	15
192	-0.938873	78.947895	63.083067	0.020972	0
193	-0.966952	78.112371	63.614862	0.014704	0
194	-0.926906	79.112371	62.979428	0.012709	0
195	-0.927089	78.276109	63.509941	0.019870	0
196	-0.927918	79.270648	62.880015	0.021580	1
197	-0.925003	80.270648	62.259104	0.016456	0
198	-0.966210	79.434386	62.777501	0.018038	0
199	-0.952610	80.434386	62.158604	0.015462	0
200	-0.955382	79.598139	62.675313	0.019869	0
201	-0.941422	78.795785	63.179220	0.018602	31
202	-0.922618	79.795784	62.552416	0.015986	0
203	-0.906526	80.795784	61.937927	0.017779	0
204	-0.942952	79.960351	62.450455	0.015103	0
205	-0.918557	80.960351	61.837957	0.017193	0
206	-0.935325	81.960351	61.237357	0.015037	16
207	-0.943734	81.124089	61.738811	0.015987	0
208	-0.936512	82.124087	61.140127	0.017464	0
209	-0.966923	83.124087	60.552942	0.018245	0
210	-0.945934	84.124087	59.976928	0.016439	0
211	-0.920876	85.124087	59.411769	0.016249	16
212	-0.949084	85.433729	59.238926	0.013629	0
213	-0.963993	84.984432	59.490056	0.021805	0
214	-0.938886	84.290824	59.881949	0.020746	0
215	-0.940875	85.290824	59.318571	0.015345	0
216	-0.946152	86.290824	58.765695	0.019343	1
217	-0.906509	85.454563	59.227333	0.013873	0
218	-0.945824	86.454563	58.676148	0.014608	0
219	-0.960876	87.440096	58.142883	0.016619	0
220	-0.936441	88.399927	57.632761	0.013735	0
221	-0.952736	89.398914	57.111248	0.016558	2
222	-0.939855	90.392530	56.601819	0.021700	2
223	-0.943462	91.392530	56.098210	0.014971	2
224	-0.956236	92.392530	55.603485	0.017318	2
225	-0.942520	93.392530	55.117409	0.013776	2
226	-0.957928	94.392515	54.639764	0.023998	2
227	-0.933744	93.556806	55.038369	0.014877	2
228	-0.968984	94.556806	54.562081	0.019825	2
229	-0.952677	95.556793	54.093971	0.020267	2
230	-0.948147	96.556793	53.633819	0.019959	2
231	-0.965088	97.556793	53.181430	0.014891	2
232	-0.953225	96.720531	53.559220	0.014573	16
233	-0.957323	97.720459	53.108115	0.016083	0
234	-0.933211	98.720459	52.664514	0.020770	0
235	-0.939067	99.710447	52.232594	0.013997	0
236	-0.945592	100.710424	51.803450	0.017250	0
237	-0.955848	101.710424	51.381289	0.013429	0
238	-0.939297	102.709488	50.966340	0.017043	0
239	-0.927069	103.709488	50.557659	0.013868	0
240	-0.961505	102.873226	50.898971	0.013476	0
241	-0.949639	103.873226	50.491366	0.014898	0
242	-0.952036	103.042655	50.829449	0.020484	16
243	-0.953962	104.042655	50.422952	0.016734	0
244	-0.960291	105.042655	50.022905	0.014900	0
245	-0.951129	104.214428	50.353780	0.016114	0
246	-0.934603	103.381765	50.690869	0.016742	0
247	-0.947621	102.545503	51.033989	0.017783	16
248	-0.938733	103.545503	50.624227	0.019695	0
249	-0.951504	104.545503	50.220993	0.015807	0
250	-0.938084	103.709242	50.557759	0.017116	0
251	-0.944895	104.709075	50.155645	0.015758	0
252	-0.947995	105.709075	49.759812	0.019069	0
253	-0.950930	106.709075	49.370178	0.018210	0
254	-0.927842	107.709075	48.986599	0.017410	0
255	-0.935777	106.872813	49.306961	0.016894	0
256	-0.968338	107.872813	48.924359	0.018093	0
257	-0.944263	108.872813	48.547649	0.019360	0
258	-0.958011	108.036552	48.862277	0.019745	0
259	-0.956373	109.036552	48.486519	0.012522	0
260	-0.945197	110.036552	48.116497	0.017382	0
261	-0.936099	111.036552	47.752079	0.013162	15
262	-0.938760	112.036552	47.393139	0.017628	0
263	-0.927901	113.036552	47.039555	0.013211	0
264	-0.952423	114.036552	46.691208	0.015899	0
265	-0.941205	115.036552	46.347983	0.017033	0
266	-0.929747	116.036552	46.009767	0.019980	1
267	-0.909566	115.200290	46.292264	0.017672	0
268	-0.933133	116.200290	45.954858	0.015009	0
269	-0.948012	117.200290	45.622334	0.018536	0
270	-0.952634	118.194450	45.296488	0.017772	0
271	-0.940273	119.194450	44.973391	0.023501	32
272	-0.915484	120.194450	44.654870	0.016429	0
273	-0.970105	121.194450	44.340829	0.016540	0
274	-0.977449	120.358201	44.603141	0.018998	0
275	-0.963016	120.184091	44.658146	0.026464	0
276	-0.935520	121.184091	44.344059	0.016130	15
277	-0.963433	122.184091	44.034360	0.017331	0
278	-0.945331	123.184091	43.728956	0.015503	0
279	-0.934681	124.184075	43.427764	0.017182	0
280	-0.948684	123.347814	43.679358	0.017598	0
281	-0.942278	122.511552	43.933883	0.017068	16
282	-0.961711	123.511552	43.629867	0.017551	0
283	-0.951288	124.510418	43.330367	0.014337	0
284	-0.996230	123.774915	43.550499	0.018500	0
285	-0.950892	124.774915	43.251747	0.017011	0
286	-0.957743	125.774852	42.957085	0.016279	1
287	-0.940256	126.772588	42.667046	0.014927	0
288	-0.954386	127.772588	42.380252	0.018814	0
289	-0.948605	128.772588	42.097288	0.014763	0
290	-0.964458	129.758528	41.821978	0.014402	0
291	-0.938948	130.758528	41.546395	0.017535	31
292	-0.951410	129.922276	41.776602	0.017250	0
293	-0.931599	130.922276	41.501615	0.013554	0
294	-0.960244	131.922089	41.230275	0.022674	0
295	-0.946110	132.922089	40.962411	0.016789	0
296	-0.940648	133.922089	40.698004	0.015817	16
297	-0.964483	134.922089	40.436989	0.015615	0
298	-0.941860	135.922089	40.179301	0.018548	0
299	-0.930953	136.922088	39.924876	0.016812	0
300	-0.943971	137.922088	39.673653	0.013065	0
301	-0.949316	138.922053	39.425581	0.016841	15
302	-0.978018	139.290819	39.334878	0.016547	0
303	-0.945409	140.290819	39.091002	0.014857	0
304	-0.941138	139.454557	39.294738	0.016941	0
305	-0.955378	140.454541	39.051362	0.014056	0
306	-0.962168	141.454534	38.810981	0.016370	0
307	-0.974178	140.621653	39.010984	0.011260	0
308	-0.957897	140.111105	39.134607	0.014550	0
309	-0.926099	139.274846	39.338798	0.016609	0
310	-0.928729	140.274846	39.094874	0.018556	0
311	-0.927440	141.274846	38.853956	0.016954	0
312	-0.955238	142.274846	38.615990	0.021387	0
313	-0.958012	141.438584	38.814792	0.015353	0
314	-0.911422	142.438584	38.577303	0.013240	0
315	-0.932681	143.438584	38.342703	0.015024	1
316	-0.945001	142.602323	38.538694	0.015823	2
317	-0.972725	143.602323	38.304561	0.017953	2
318	-0.935213	142.766061	38.500161	0.018626	2
319	-0.934022	143.766061	38.266496	0.015681	2
320	-0.971672	142.931645	38.461273	0.024589	2
321	-0.976566	143.931645	38.228078	0.017550	2
322	-0.945425	144.931645	37.997694	0.015038	2
323	-0.947650	144.095440	38.190151	0.015061	2
324	-0.948634	145.095160	37.960286	0.013293	16
325	-0.977266	144.258899	38.152377	0.018213	0
326	-0.973153	143.422637	38.346422	0.017572	0
327	-0.961138	144.422637	38.114613	0.017107	0
328	-0.951753	145.422604	37.885598	0.016035	0
329	-0.939429	144.832260	38.020466	0.018143	0
330	-0.968585	145.832260	37.792569	0.017619	0
331	-0.954578	145.140085	37.950021	0.017378	0
332	-0.946626	144.304637	38.141821	0.015867	0
333	-0.936940	145.304637	37.912471	0.017295	0
334	-0.944556	144.472954	38.103023	0.017080	15
335	-0.973775	145.472954	37.874139	0.014891	0
336	-0.969319	146.472954	37.647988	0.014027	0
337	-0.965573	145.646695	37.834652	0.015324	0
338	-0.948611	144.810434	38.025471	0.014385	0
339	-0.973010	145.810434	37.797515	0.020447	16
340	-0.914719	146.810434	37.572275	0.015011	0
341	-0.941363	147.810432	37.349705	0.014649	0
342	-0.945347	148.810432	37.129755	0.016613	0
343	-0.967744	149.810432	36.912381	0.015614	0
344	-0.955492	148.984705	37.091689	0.016848	1
345	-0.955058	149.984704	36.874759	0.014418	0
346	-0.952961	150.476599	36.768981	0.015445	0
347	-0.948380	149.706962	36.934755	0.017950	0
348	-0.934399	148.870700	37.116582	0.013445	0
349	-0.937375	149.856560	36.902416	0.021256	2
350	-0.933293	150.856560	36.687688	0.018408	2
351	-0.941446	151.856560	36.475444	0.020166	2
352	-0.958204	151.020299	36.652766	0.016464	2
353	-0.963867	151.831470	36.480739	0.017359	3
354	-0.956201	152.831470	36.270877	0.016093	2
355	-0.945128	151.996740	36.445888	0.018411	2
356	-0.944360	151.160484	36.622921	0.014170	2
357	-0.933638	150.324222	36.801683	0.018823	2
358	-0.970592	149.590242	36.960026	0.016480	2
359	-0.961219	150.433986	36.778121	0.023393	2
360	-0.982500	149.597724	36.958405	0.024614	1
361	-0.948559	150.597724	36.743027	0.018059	2
362	-0.946298	151.597724	36.530144	0.020709	2
363	-0.951164	152.597724	36.319715	0.016900	2
364	-0.941069	152.595525	36.320175	0.014427	2
365	-0.966410	153.595525	36.112150	0.013919	2
366	-0.977486	154.595525	35.906495	0.021222	2
367	-0.967719	155.595525	35.703169	0.018676	2
368	-0.898029	154.759263	35.873044	0.017642	3
369	-0.955732	153.923262	36.044490	0.016443	2
370	-0.964796	154.923262	35.839603	0.015459	2
371	-0.958461	154.088925	36.010386	0.019658	2
372	-0.937114	155.088925	35.805885	0.021689	2
373	-0.956008	156.088925	35.603693	0.020347	2
374	-0.940182	157.088925	35.403773	0.015476	2
375	-0.939217	158.088642	35.206140	0.016795	2
376	-0.953849	157.252387	35.371306	0.017056	2
377	-0.962858	158.252387	35.173980	0.015265	2
378	-0.959048	159.252040	34.978910	0.021493	2
379	-0.973757	160.252040	34.785925	0.019731	2
380	-0.958831	161.252040	34.595057	0.017714	3
381	-0.950304	162.252040	34.406273	0.013572	2
382	-0.949692	163.252040	34.219539	0.018002	2
383	-0.963267	162.415778	34.375558	0.014276	2
384	-0.942776	163.415778	34.189156	0.013968	2
385	-0.967261	162.579517	34.344898	0.020405	3
386	-0.972721	163.579517	34.158827	0.015527	31
387	-0.969841	162.743262	34.314291	0.013697	0
388	-0.933582	163.743262	34.128551	0.015298	0
389	-0.970348	164.743235	33.944815	0.021871	0
390	-0.936428	163.906973	34.098334	0.016352	0
391	-0.993552	164.906973	33.914918	0.017359	16
392	-0.944593	164.070712	34.068166	0.019348	0
393	-0.955999	163.234450	34.222806	0.019845	0
394	-0.929338	162.427450	34.373371	0.016785	0
395	-0.965597	163.427450	34.186992	0.019959	0
396	-0.932239	164.427450	34.002624	0.017316	15
397	-0.924133	165.427450	33.820233	0.016505	0
398	-0.915548	166.427450	33.639789	0.017470	0
399	-0.936558	167.427431	33.461263	0.021883	0
400	-0.908337	168.356994	33.297000	0.015441	0
401	-0.945786	169.356994	33.122081	0.021268	0
402	-0.929747	168.520733	33.268232	0.014185	0
403	-0.953472	169.520505	33.093655	0.016845	0
404	-0.960019	170.520505	32.920860	0.016895	0
405	-0.959009	169.684243	33.065238	0.015008	0
406	-0.973516	169.017938	33.181182	0.019103	0
407	-0.955639	170.017935	33.007475	0.018459	0
408	-0.937393	171.017935	32.835578	0.019674	0
409	-0.986975	170.181675	32.979206	0.016058	0
410	-0.963923	171.181675	32.807601	0.018191	0
411	-0.955190	171.671356	32.724220	0.014735	0
412	-0.952786	172.671356	32.555252	0.018515	0
413	-0.990760	173.671356	32.388020	0.014230	0
414	-0.948583	174.671356	32.222498	0.014324	0
415	-0.939998	173.835444	32.360743	0.017224	1
416	-0.962673	174.835444	32.195499	0.015082	2
417	-0.960861	175.829264	32.032939	0.015786	2
418	-0.930569	176.829264	31.871017	0.012408	2
419	-0.963385	175.993002	32.006314	0.015288	2
420	-0.938912	175.156740	32.142764	0.014672	2
421	-0.966817	176.156740	31.979732	0.015148	2
422	-0.957518	175.320479	32.115956	0.016939	2
423	-0.975671	176.320479	31.953195	0.016482	2
424	-0.941323	175.484219	32.089192	0.018080	2
425	-0.945506	176.484219	31.926702	0.015538	2
426	-0.977458	177.484219	31.765849	0.017494	2
427	-0.943034	176.647958	31.900253	0.017367	32
428	-0.961582	177.647958	31.739666	0.017933	0
429	-0.964529	176.829960	31.870905	0.015814	0
430	-0.968988	177.829960	31.710612	0.018482	0
431	-0.982111	176.993698	31.844548	0.016342	0
432	-0.960283	177.993698	31.684520	0.018176	15
433	-0.950130	178.993698	31.526092	0.017940	0
434	-0.961381	178.157437	31.658470	0.017056	0
435	-0.956162	179.157437	31.500302	0.019801	0
436	-0.947766	178.321175	31.632463	0.015433	0
437	-0.953017	179.321175	31.474555	0.012943	16
438	-0.977052	180.315442	31.319107	0.018350	0
439	-0.936934	179.479180	31.449748	0.019960	0
440	-0.989240	180.479180	31.293654	0.018607	0
441	-0.932187	181.479180	31.139102	0.016523	0
442	-0.945812	182.479180	30.986068	0.018724	1
443	-0.945007	183.479180	30.834532	0.014625	0
444	-0.940393	182.642919	30.961154	0.015063	0
445	-0.991159	183.642919	30.809861	0.017537	0
446	-0.960731	184.642919	30.660038	0.011155	0
447	-0.957163	183.806657	30.785229	0.015476	3
448	-0.963456	184.008735	30.754884	0.016282	2
449	-0.956806	185.008735	30.605594	0.016435	1
450	-0.961626	186.008735	30.457748	0.018347	2
451	-0.945232	185.446118	30.540752	0.015425	2
452	-0.950899	186.408924	30.398980	0.018896	2
453	-0.966932	187.408924	30.253118	0.014702	16
454	-0.927220	188.408924	30.108649	0.016973	0
455	-0.935394	187.572662	30.229368	0.013475	0
456	-0.971460	186.737208	30.350941	0.014328	0
457	-0.956512	187.737208	30.205539	0.018866	0
458	-0.947561	186.900962	30.327035	0.014380	16
459	-0.955392	186.089654	30.445846	0.017826	0
460	-0.979530	187.089653	30.299535	0.016618	0
461	-0.942797	188.089653	30.154624	0.013962	0
462	-0.945982	189.089374	30.011131	0.014047	0
463	-0.939798	190.085025	29.869574	0.017725	15
464	-0.959861	191.084927	29.728750	0.013950	0
465	-0.954485	192.084927	29.589234	0.018325	0
466	-0.964031	193.084927	29.451022	0.018772	0
467	-0.965723	194.084927	29.314094	0.018220	0
468	-0.931138	193.248679	29.428512	0.016204	16
469	-0.970215	192.412419	29.543828	0.018893	0
470	-0.966282	191.576158	29.660052	0.013914	0
471	-0.959580	190.943099	29.748644	0.018553	0
472	-0.959542	190.106837	29.866488	0.016588	0
473	-0.945848	191.106837	29.725679	0.018928	15
474	-0.952507	192.106837	29.586192	0.016817	0
475	-0.961791	193.106837	29.448008	0.013915	0
476	-0.943805	194.106837	29.311108	0.020328	0
477	-0.941325	195.106837	29.175476	0.016468	0
478	-0.944604	196.106837	29.041093	0.014809	0
479	-0.985992	197.106837	28.907942	0.018122	0
480	-0.976790	196.270575	29.019207	0.015671	0
481	-0.934257	195.717782	29.093228	0.017470	0
482	-0.953974	194.881521	29.205926	0.016077	0
483	-0.951833	195.774908	29.085561	0.015624	2
484	-0.960571	196.774885	28.952006	0.018882	2
485	-0.954554	195.938624	29.063611	0.019643	2
486	-0.946818	196.938624	28.930254	0.015003	2
487	-0.959526	197.938624	28.798116	0.017674	2
488	-0.948327	198.892045	28.673251	0.014428	2
489	-0.960972	198.055784	28.782713	0.019584	32
490	-0.956981	197.219524	28.893014	0.012316	0
491	-0.925070	198.219520	28.761215	0.015028	0
492	-0.948677	199.214916	28.631211	0.019486	0
493	-0.957158	198.859423	28.677505	0.014708	0
494	-0.973939	199.859423	28.547660	0.014963	15
495	-0.927846	199.023161	28.656164	0.016390	0
496	-0.983471	200.023161	28.526512	0.018019	0
497	-0.958526	201.023161	28.398027	0.016643	0
498	-0.968920	200.186900	28.505394	0.017933	0
499	-0.968818	201.186900	28.377100	0.015286	16
