1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
195	-1.060944	119.077605	42.616401	0.005878	0
196	-1.032331	118.819239	42.695151	0.007486	0
197	-1.055948	119.819074	42.392009	0.003736	0
198	-1.050209	120.819052	42.093100	0.006484	0
199	-1.081346	121.819052	41.798369	0.007446	0
200	-1.060243	122.819052	41.507738	0.003713	0
201	-1.069559	123.818786	41.221195	0.004612	0
202	-1.050765	123.560419	41.294868	0.008426	0
203	-1.059953	123.302053	41.368805	0.003340	0
204	-1.036974	123.065388	41.436764	0.007090	0
205	-1.052092	124.055022	41.154063	0.004843	0
206	-1.056968	123.796656	41.227496	0.004979	0
207	-1.047023	124.484458	41.032585	0.002507	0
208	-1.065654	124.226138	41.105572	0.005724	0
209	-1.041173	125.226052	40.824487	0.003112	1
210	-1.087769	124.996527	40.888668	0.005554	0
211	-1.043604	124.738272	40.961124	0.005170	0
212	-1.022943	124.481536	41.033410	0.005741	0
213	-1.068015	124.223170	41.106412	0.003064	0
214	-1.040494	123.991093	41.172208	0.006063	1
215	-1.035622	123.732731	41.245705	0.002175	1
216	-1.057006	123.474387	41.319459	0.003037	2
217	-1.058111	123.242312	41.385939	0.008567	2
218	-1.052219	122.983945	41.460202	0.002948	3
219	-1.040250	122.725596	41.534728	0.006178	2
220	-1.031356	123.703484	41.254041	0.004753	1
221	-1.059963	124.668273	40.980808	0.005628	2
222	-1.049208	125.437613	40.765507	0.004222	2
223	-1.049356	125.179247	40.837558	0.005474	2
224	-1.040611	124.920881	40.909864	0.007006	2
225	-1.077584	124.662515	40.982428	0.007099	1
226	-1.045989	125.662505	40.702997	0.006162	2
227	-1.044018	126.662505	40.427348	0.005860	2
228	-1.072365	126.404147	40.498206	0.003582	2
229	-1.030292	127.399948	40.226453	0.006196	2
230	-1.068205	128.399947	39.957199	0.004053	2
231	-1.032735	128.141581	40.026419	0.006181	2
232	-1.070748	129.141581	39.759828	0.004170	2
233	-1.058962	128.883265	39.828352	0.005825	2
234	-1.040777	128.966207	39.806324	0.004180	2
235	-1.053829	129.940583	39.549360	0.005840	2
236	-1.071777	130.741914	39.340505	0.007042	2
237	-1.087912	131.741912	39.082943	0.006564	2
238	-1.055392	131.483552	39.149163	0.006365	2
239	-1.054800	131.225186	39.215610	0.005847	2
240	-1.096586	130.966839	39.282277	0.007804	2
241	-1.078387	131.966835	39.025476	0.006207	2
242	-1.053126	132.966835	38.772009	0.005581	2
243	-1.055589	133.965730	38.522088	0.005448	2
244	-1.038989	134.965730	38.275097	0.004361	2
245	-1.051822	134.707364	38.338607	0.007393	2
246	-1.044336	135.706571	38.094149	0.004857	18
247	-1.054505	135.448205	38.157059	0.006147	0
248	-1.074071	135.191050	38.219882	0.005059	0
249	-1.052909	134.932686	38.283208	0.004093	0
250	-1.060948	135.932685	38.039262	0.005134	0
251	-1.069309	135.674319	38.101991	0.006898	0
252	-1.018715	136.674319	37.860341	0.005323	0
253	-1.045499	137.674319	37.621737	0.003441	0
254	-1.055010	137.447056	37.675698	0.006456	0
255	-1.067375	137.314021	37.707358	0.006685	0
256	-1.053223	137.055690	37.768988	0.007515	0
257	-1.020713	136.797324	37.830828	0.005111	0
258	-1.062087	137.797324	37.592595	0.005466	0
259	-1.048515	138.797298	37.357349	0.004345	0
260	-1.045564	139.778652	37.129329	0.004903	0
261	-1.054261	139.522426	37.188595	0.005801	15
262	-1.054743	139.311795	37.237456	0.008069	0
263	-1.057114	139.053429	37.297567	0.006207	0
264	-1.047767	140.053429	37.065982	0.006572	0
265	-1.049087	140.616164	36.936921	0.008767	0
266	-1.072632	141.616164	36.709779	0.007155	16
267	-1.065477	141.357798	36.768197	0.010869	0
268	-1.040570	142.357798	36.543119	0.007469	0
269	-1.027785	143.357798	36.320780	0.006126	0
270	-1.038363	144.357798	36.101131	0.005938	0
271	-1.054444	144.889419	35.985438	0.004179	15
272	-1.067142	145.889419	35.769814	0.005542	0
273	-1.054435	146.888044	35.557049	0.005005	0
274	-1.078145	147.888044	35.346513	0.004188	0
275	-1.041244	148.888044	35.138456	0.008855	0
276	-1.089151	149.888044	34.932833	0.006289	16
277	-1.051432	150.888044	34.729603	0.004993	0
278	-1.083114	151.887804	34.528771	0.005197	0
279	-1.066095	152.830049	34.341608	0.007228	0
280	-1.051453	152.571683	34.392727	0.007025	0
281	-1.076454	153.571683	34.195715	0.003703	0
282	-1.067760	154.569688	34.001333	0.004363	0
283	-1.067370	154.314931	34.050742	0.003744	0
284	-1.060257	154.062178	34.099904	0.005695	0
285	-1.071233	154.367872	34.040462	0.004419	0
286	-1.048084	155.367872	33.847454	0.006012	0
287	-1.058794	155.109506	33.897111	0.004847	0
288	-1.057464	154.851139	33.946914	0.005633	0
289	-1.062672	155.851139	33.754962	0.005432	0
290	-1.063332	155.632127	33.796816	0.004505	0
291	-1.063311	155.412004	33.838987	0.004626	1
292	-1.053266	156.412004	33.648250	0.005074	2
293	-1.088919	157.412004	33.459651	0.005702	2
294	-1.073002	158.412004	33.273155	0.004619	2
295	-1.057051	158.153637	33.321140	0.005082	2
296	-1.048119	159.153636	33.136181	0.005381	2
297	-1.076906	160.153422	32.953302	0.005195	2
298	-1.072148	159.895055	33.000368	0.005529	31
299	-1.072257	160.895055	32.818943	0.008005	0
300	-1.041169	160.636689	32.865626	0.005130	0
301	-1.035374	160.378327	32.912441	0.003203	0
302	-1.070610	161.377188	32.732183	0.006297	0
303	-1.056668	162.076056	32.607232	0.005037	15
304	-1.047876	162.565540	32.520284	0.004870	0
305	-1.050672	162.307176	32.566120	0.007382	0
306	-1.045693	163.307176	32.389425	0.006071	0
307	-1.056476	164.307176	32.214637	0.004670	0
308	-1.061224	165.307082	32.041742	0.005304	16
309	-1.060958	166.307043	31.870683	0.003297	0
310	-1.026361	167.303302	31.702065	0.004299	0
311	-1.050823	167.063348	31.742514	0.004712	0
312	-1.060491	168.063348	31.574621	0.005727	0
313	-1.039350	169.063348	31.408494	0.004436	16
314	-1.057851	168.804981	31.451248	0.005124	0
315	-1.071827	168.571620	31.489964	0.003374	0
316	-1.037053	168.313254	31.532940	0.006444	0
317	-1.055564	169.313254	31.367250	0.005444	0
318	-1.040044	170.313254	31.203293	0.004634	0
319	-1.037094	171.310224	31.041529	0.005339	0
320	-1.032052	171.055479	31.082703	0.004327	0
321	-1.048928	172.055479	30.921699	0.005632	0
322	-1.057361	171.797113	30.963137	0.007069	0
323	-1.047743	172.797113	30.803366	0.006217	0
324	-1.027481	173.788790	30.646545	0.004686	0
325	-1.071341	173.530427	30.687248	0.003822	0
326	-1.070090	174.460201	30.541274	0.005085	0
327	-1.061045	175.460201	30.385816	0.006510	0
328	-1.052207	175.201835	30.425829	0.004350	0
329	-1.081063	176.199867	30.271843	0.005127	0
330	-1.087109	176.874565	30.168625	0.005657	0
331	-1.063413	177.874565	30.016928	0.002968	0
332	-1.050660	178.872248	29.867095	0.005019	0
333	-1.067313	179.010386	29.846467	0.005823	0
334	-1.047153	178.753051	29.884918	0.005134	0
335	-1.077244	179.753051	29.736054	0.004847	0
336	-1.050266	179.494754	29.774362	0.005152	0
337	-1.053498	179.236388	29.812780	0.006326	16
338	-1.061557	180.231482	29.665356	0.005571	0
339	-1.035295	179.973116	29.703493	0.004115	0
340	-1.071398	180.973116	29.556426	0.005949	0
341	-1.067447	180.714750	29.594283	0.004019	0
342	-1.077738	180.831915	29.577104	0.004940	15
343	-1.061718	180.573550	29.615014	0.005704	0
344	-1.063046	181.573550	29.468820	0.007348	0
345	-1.024220	181.315183	29.506453	0.006225	0
346	-1.055536	182.310383	29.362020	0.008079	0
347	-1.061587	183.310383	29.218307	0.006045	16
348	-1.083446	184.310383	29.075994	0.007338	0
349	-1.063388	184.052017	29.112630	0.006680	0
350	-1.100283	185.052017	28.971342	0.004388	0
351	-1.077664	185.427366	28.918663	0.006203	0
352	-1.065365	185.168999	28.954903	0.007388	1
353	-1.073037	186.134883	28.819885	0.004132	0
354	-1.059207	185.876517	28.855878	0.003869	0
355	-1.060890	185.618151	28.891961	0.003672	0
356	-1.058337	186.617813	28.752848	0.006964	0
357	-1.059097	187.570991	28.621446	0.007039	2
358	-1.055693	187.312625	28.656945	0.004399	2
359	-1.074146	187.054259	28.692532	0.006904	2
360	-1.079532	186.795892	28.728207	0.005701	2
361	-1.086954	186.537526	28.763971	0.007181	1
362	-1.064810	186.279160	28.799825	0.004240	1
363	-1.042509	187.279155	28.661550	0.004938	2
364	-1.060903	188.278146	28.524734	0.007373	2
365	-1.049573	189.278146	28.389082	0.007197	2
366	-1.058105	189.024721	28.423337	0.005890	2
367	-1.063797	190.024720	28.288645	0.009826	2
368	-1.068425	191.024720	28.155224	0.009146	16
369	-1.056063	192.024720	28.023055	0.006633	0
370	-1.042321	193.024720	27.892121	0.007233	0
371	-1.077687	194.024720	27.762406	0.004815	0
372	-1.047291	195.024719	27.633891	0.006537	0
373	-1.060524	196.024719	27.506560	0.004373	0
374	-1.050229	195.766353	27.539345	0.005335	0
375	-1.084684	196.766352	27.412883	0.004583	0
376	-1.065526	196.507986	27.445445	0.003889	0
377	-1.065012	196.249621	27.478085	0.008564	0
378	-1.051182	195.991254	27.510802	0.003483	15
379	-1.079960	196.991254	27.384601	0.002102	0
380	-1.087829	197.435777	27.328872	0.004575	0
381	-1.069164	198.402517	27.208455	0.006650	0
382	-1.086396	198.144160	27.240532	0.006393	0
383	-1.051962	199.144160	27.116792	0.004585	16
384	-1.052373	200.144154	26.994173	0.006455	0
385	-1.069360	199.887183	27.025577	0.006815	0
386	-1.072440	200.887183	26.903778	0.004850	0
387	-1.024801	201.876149	26.784398	0.004181	0
388	-1.070688	202.875328	26.664856	0.005637	0
389	-1.076609	203.019930	26.647645	0.004248	0
390	-1.028977	203.310580	26.613116	0.002992	0
391	-1.068277	204.310560	26.495001	0.007098	0
392	-1.074820	204.799593	26.437618	0.006071	0
393	-1.058443	205.799504	26.321061	0.003444	2
394	-1.046850	206.798721	26.205606	0.004466	2
395	-1.042885	206.677849	26.219518	0.003956	2
396	-1.075034	206.419485	26.249305	0.005400	2
397	-1.058733	206.161120	26.279160	0.004393	2
398	-1.069792	205.902754	26.309083	0.003243	2
399	-1.051169	205.649737	26.338453	0.005011	2
400	-1.047774	206.465148	26.244036	0.007002	31
401	-1.075695	206.206782	26.273879	0.004210	0
402	-1.049167	205.948460	26.303785	0.003847	0
403	-1.036867	205.700538	26.332551	0.004171	0
404	-1.058769	205.472863	26.359023	0.004050	0
405	-1.023941	205.584566	26.346029	0.005751	16
406	-1.067169	205.326200	26.376104	0.004283	0
407	-1.075715	206.326200	26.260077	0.004968	0
408	-1.027094	207.326137	26.145073	0.004172	0
409	-1.083926	207.104208	26.170510	0.004861	0
410	-1.081703	208.104191	26.056282	0.006052	15
411	-1.048036	207.845878	26.085694	0.003369	0
412	-1.053624	208.845876	25.972202	0.007418	0
413	-1.066377	208.587541	26.001426	0.005888	0
414	-1.050975	208.329175	26.030720	0.007734	0
415	-1.069051	208.070809	26.060079	0.006766	16
416	-1.057117	209.070809	25.946810	0.007576	0
417	-1.069887	208.813084	25.975908	0.004462	0
418	-1.044963	209.813081	25.863367	0.003256	0
419	-1.075208	210.755767	25.758166	0.008331	0
420	-1.089292	211.755767	25.647500	0.007060	0
421	-1.059418	212.755767	25.537781	0.005372	0
422	-1.053891	213.727013	25.432111	0.005520	0
423	-1.069889	213.468647	25.460135	0.003983	0
424	-1.060982	214.468647	25.352010	0.005541	16
425	-1.044837	214.218432	25.378978	0.005493	0
426	-1.053428	215.218432	25.271540	0.003489	0
427	-1.067120	216.218431	25.165007	0.003556	0
428	-1.058648	215.960182	25.192433	0.005278	0
429	-1.068884	216.936459	25.089066	0.004914	16
430	-1.060975	217.936458	24.984063	0.004116	0
431	-1.027242	217.819399	24.996309	0.007080	0
432	-1.049377	217.561990	25.023280	0.005570	0
433	-1.050496	217.303672	25.050405	0.003729	0
434	-1.043596	218.303656	24.945726	0.005138	15
435	-1.064141	218.045289	24.972688	0.006583	0
436	-1.054024	219.045289	24.868655	0.005482	0
437	-1.087162	218.786923	24.895450	0.005546	0
438	-1.064739	218.528557	24.922304	0.003818	0
439	-1.047252	219.528540	24.818691	0.005839	16
440	-1.021340	219.627801	24.808453	0.003803	0
441	-1.039002	219.369434	24.835119	0.005651	0
442	-1.052839	219.362377	24.835848	0.005827	0
443	-1.089566	219.988797	24.771290	0.004076	0
444	-1.055206	219.730433	24.797876	0.005421	15
445	-1.066210	220.730431	24.695292	0.006336	0
446	-1.049713	221.730431	24.593552	0.005218	0
447	-1.034429	222.730429	24.492647	0.005556	0
448	-1.037111	223.728624	24.392747	0.006687	0
449	-1.078524	223.470258	24.418527	0.003440	0
450	-1.074102	224.470257	24.319050	0.007731	0
451	-1.031542	225.431428	24.224197	0.005416	0
452	-1.045615	225.173062	24.249621	0.004297	0
453	-1.066162	224.960193	24.270608	0.004648	1
454	-1.061592	224.706210	24.295696	0.005622	0
455	-1.047993	225.706210	24.197216	0.005265	0
456	-1.043378	226.706209	24.099531	0.004678	0
457	-1.072005	227.706209	24.002631	0.004545	0
458	-1.071384	227.447843	24.027592	0.005051	31
459	-1.089708	227.189492	24.052604	0.005286	0
460	-1.052214	226.978167	24.073101	0.006763	0
461	-1.083049	227.978167	23.976413	0.004372	0
462	-1.086698	227.719801	24.001320	0.006625	0
463	-1.022938	227.461542	24.026268	0.004058	16
464	-1.061755	227.212920	24.050333	0.006616	0
465	-1.049252	227.038033	24.067291	0.004774	0
466	-1.053863	226.779667	24.092386	0.004748	0
467	-1.052596	226.521301	24.117534	0.004782	0
468	-1.057689	226.306664	24.138466	0.004355	15
469	-1.055348	227.306445	24.041275	0.004969	0
470	-1.042007	227.048079	24.066316	0.005251	0
471	-1.035815	228.048079	23.969683	0.003008	0
472	-1.072653	228.421545	23.933792	0.003843	0
473	-1.087404	229.200397	23.859289	0.003974	16
474	-1.038119	228.947277	23.883451	0.005204	0
475	-1.062738	229.940779	23.788894	0.002930	0
476	-1.053782	229.682412	23.813412	0.001548	0
477	-1.040626	230.439890	23.741672	0.002980	0
478	-1.049129	230.366153	23.748637	0.005727	1
479	-1.061163	231.355292	23.655551	0.007051	0
480	-1.056281	231.127490	23.676924	0.006180	0
481	-1.070570	230.869124	23.701212	0.005648	0
482	-1.084229	230.610757	23.725549	0.005993	0
483	-1.076098	231.610701	23.631633	0.004435	3
484	-1.076376	231.352334	23.655828	0.003347	2
485	-1.054956	231.094065	23.680064	0.005654	2
486	-1.068892	231.302360	23.660514	0.004337	1
487	-1.023919	231.043994	23.684768	0.005833	2
488	-1.065583	232.043994	23.591168	0.004540	2
489	-1.060690	233.033330	23.499292	0.005660	17
490	-1.051266	232.774963	23.523217	0.003908	0
491	-1.038090	233.774940	23.430890	0.005223	0
492	-1.036577	233.516579	23.454674	0.003864	0
493	-1.082440	233.258213	23.478508	0.005934	0
494	-1.074805	234.258213	23.386528	0.003734	0
495	-1.049363	234.862663	23.331280	0.006718	0
496	-1.049476	234.604300	23.354863	0.004144	0
497	-1.045792	235.604300	23.263848	0.004110	0
498	-1.073059	235.346383	23.287254	0.005890	0
499	-1.051991	236.345671	23.196829	0.007743	15
