1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
84	-0.233207	30.789294	34.553540	0.002960	2
85	-0.237473	31.710267	33.949808	0.002105	2
86	-0.238616	31.293803	34.220182	0.004785	2
87	-0.223712	30.757642	34.574671	0.005261	2
88	-0.223340	31.755154	33.920922	0.001827	1
89	-0.226282	31.225842	34.264712	0.005910	2
90	-0.221838	30.716029	34.602492	0.004905	1
91	-0.244953	31.715060	33.946721	0.006031	2
92	-0.237336	32.715056	33.314746	0.003501	2
93	-0.262963	33.680429	32.726580	0.007570	2
94	-0.236095	34.680429	32.138823	0.003197	1
95	-0.233896	34.140400	32.453581	0.004898	2
96	-0.252908	33.635571	32.753450	0.004389	1
97	-0.245134	34.444268	32.275716	0.004279	1
98	-0.210262	35.444268	31.703901	0.002813	2
99	-0.234977	36.444255	31.152000	0.003484	2
100	-0.247937	35.919754	31.439058	0.007972	1
101	-0.225893	35.718484	31.550622	0.003028	2
102	-0.265714	36.718482	31.003994	0.002896	2
103	-0.232399	37.685051	30.493344	0.008864	2
104	-0.241174	37.148527	30.774700	0.005981	2
105	-0.229902	36.608498	31.063186	0.007266	2
106	-0.239619	36.196429	31.286979	0.004940	2
107	-0.239468	35.656581	31.585094	0.005650	3
108	-0.259921	35.117213	31.888673	0.005761	2
109	-0.251252	35.810159	31.499709	0.005902	1
110	-0.231154	36.804314	30.957957	0.005806	2
111	-0.226113	37.804307	30.431503	0.008267	2
112	-0.234626	38.804307	29.922652	0.004629	1
113	-0.253994	39.804261	29.430560	0.006308	1
114	-0.236074	40.718606	28.994554	0.007096	2
115	-0.232700	40.178576	29.250492	0.004609	1
116	-0.256101	41.170848	28.783643	0.004163	2
117	-0.212433	42.168183	28.329190	0.005978	2
118	-0.242564	43.168183	27.887706	0.005589	1
119	-0.222995	44.086644	27.494173	0.003209	1
120	-0.236383	44.959720	27.130247	0.002936	2
121	-0.254506	44.711028	27.232925	0.006568	2
122	-0.223428	44.171411	27.458412	0.002142	2
123	-0.249654	43.727874	27.646566	0.005622	2
124	-0.244554	44.010771	27.526261	0.005628	1
125	-0.246823	45.010661	27.109310	0.003798	2
126	-0.246645	44.481332	27.328452	0.003948	2
127	-0.214224	44.628352	27.267231	0.004777	1
128	-0.230146	45.628159	26.858066	0.004157	2
129	-0.232495	45.530410	26.897526	0.004312	1
130	-0.230757	46.397640	26.551426	0.004630	2
131	-0.227345	45.857636	26.765880	0.007625	2
132	-0.223998	45.317606	26.983837	0.005725	1
133	-0.229016	46.317606	26.582993	0.004630	2
134	-0.256585	45.786763	26.794283	0.007118	2
135	-0.242607	46.785918	26.399339	0.005768	1
136	-0.236077	47.785918	26.015550	0.006212	2
137	-0.253031	48.783294	25.643723	0.006481	2
138	-0.240477	49.783294	25.281438	0.007924	1
139	-0.234213	50.783294	24.929247	0.005493	2
140	-0.245061	51.783294	24.586734	0.005653	2
141	-0.231954	51.243264	24.770523	0.006490	1
142	-0.253959	50.703235	24.957081	0.008896	2
143	-0.222962	51.703235	24.613808	0.005158	2
144	-0.234506	52.703235	24.279850	0.003701	2
145	-0.232630	53.703230	23.954834	0.006183	1
146	-0.233996	53.164649	24.128793	0.005056	2
147	-0.240116	52.624620	24.305775	0.003739	2
148	-0.240674	53.621956	23.980924	0.003496	2
149	-0.252603	54.621697	23.663889	0.005808	1
150	-0.218477	54.985326	23.550645	0.004033	2
151	-0.232236	55.984728	23.244915	0.003753	1
152	-0.237172	56.954624	22.955706	0.004664	1
153	-0.233905	57.952081	22.665691	0.002756	1
154	-0.232062	58.917970	22.391753	0.006775	2
155	-0.227111	58.379359	22.543687	0.008021	1
156	-0.240100	57.839329	22.698106	0.004906	1
157	-0.228754	58.839329	22.413809	0.003475	2
158	-0.235599	59.839326	22.136546	0.005625	2
159	-0.229846	60.839326	21.866058	0.002973	1
160	-0.226656	61.839325	21.602101	0.003002	2
161	-0.242611	61.857844	21.597273	0.004094	1
162	-0.238623	61.324837	21.737103	0.005561	1
163	-0.232288	62.013761	21.556709	0.004871	1
164	-0.248314	63.007155	21.301798	0.006445	2
165	-0.234918	64.005926	21.051514	0.004633	1
166	-0.234297	63.515438	21.173687	0.003682	2
167	-0.243398	62.975658	21.309788	0.004513	1
168	-0.219873	62.438720	21.446919	0.004274	2
169	-0.231957	63.438692	21.192932	0.004278	1
170	-0.251559	64.438692	20.944884	0.005218	1
171	-0.231944	65.438588	20.702599	0.004810	1
172	-0.225565	66.437950	20.465981	0.004625	1
173	-0.221649	66.685948	20.408098	0.003343	2
174	-0.252422	66.166353	20.529750	0.006129	1
175	-0.248130	65.626324	20.657733	0.004361	2
176	-0.230883	65.086339	20.787311	0.006798	1
177	-0.231684	66.079879	20.550137	0.005259	1
178	-0.244092	67.079760	20.316852	0.004447	2
179	-0.235383	68.079759	20.088777	0.002419	1
180	-0.246265	68.557984	19.981507	0.006832	2
181	-0.244871	68.834734	19.919950	0.003913	2
182	-0.226139	69.822060	19.703401	0.006224	1
183	-0.256868	70.820484	19.489153	0.005473	2
184	-0.229832	71.820484	19.279187	0.003398	1
185	-0.248084	72.820412	19.073711	0.004642	2
186	-0.229835	73.820228	18.872592	0.007043	1
187	-0.222058	73.358068	18.965028	0.005557	2
188	-0.259025	72.818144	19.074172	0.005111	2
189	-0.240287	72.278206	19.184583	0.004320	1
190	-0.235505	73.257317	18.985300	0.002193	2
191	-0.239465	73.944503	18.847889	0.004935	1
192	-0.258219	74.941699	18.651988	0.002390	2
193	-0.239342	75.936431	18.460587	0.004257	1
194	-0.263603	76.349733	18.382212	0.003814	1
195	-0.225566	77.345773	18.196038	0.003870	1
196	-0.235278	76.806092	18.296442	0.007554	2
197	-0.230499	76.266063	18.398025	0.006974	1
198	-0.226390	75.726033	18.500743	0.003992	1
199	-0.238505	75.186004	18.604614	0.005659	2
200	-0.247349	75.892403	18.468976	0.003064	1
201	-0.228571	76.892402	18.280310	0.005418	2
202	-0.241949	77.883416	18.097104	0.006620	1
203	-0.243486	78.883416	17.915922	0.005309	1
204	-0.247102	79.875622	17.739702	0.007135	1
205	-0.227798	80.875622	17.565571	0.003953	1
206	-0.255409	80.335601	17.659178	0.004942	2
207	-0.271345	79.885195	17.738019	0.006903	1
208	-0.251691	80.832534	17.573003	0.001755	2
209	-0.234471	80.292891	17.666624	0.005333	1
210	-0.231857	81.292247	17.494028	0.005281	2
211	-0.235619	82.282742	17.326258	0.006381	1
212	-0.241841	83.282732	17.160113	0.003284	2
213	-0.246873	84.275356	16.998313	0.004266	2
214	-0.221797	83.735328	17.085958	0.004139	1
215	-0.229032	84.707834	16.928769	0.006090	2
216	-0.235776	85.707788	16.770130	0.006939	1
217	-0.232464	85.170326	16.855025	0.004755	2
218	-0.241437	86.170326	16.697751	0.003261	1
219	-0.244210	85.630307	16.782316	0.003483	2
220	-0.258312	85.864913	16.745472	0.005124	1
221	-0.231386	85.475717	16.806681	0.003539	1
222	-0.235567	86.475710	16.650306	0.005523	1
223	-0.252255	85.936099	16.734325	0.004512	2
224	-0.252780	85.396070	16.819263	0.006437	1
225	-0.264009	86.395968	16.662669	0.006971	1
226	-0.228221	85.881709	16.742841	0.005108	1
227	-0.225642	86.881709	16.587645	0.003263	1
228	-0.225600	87.881651	16.435308	0.006638	2
229	-0.257020	87.462676	16.498795	0.003348	1
230	-0.228881	87.065553	16.559425	0.004783	2
231	-0.224635	87.686664	16.464793	0.002270	1
232	-0.250592	88.480878	16.345352	0.005731	2
233	-0.237660	88.582471	16.330198	0.007347	1
234	-0.220344	88.042441	16.411073	0.004215	1
235	-0.243404	87.502433	16.492750	0.005234	1
236	-0.232175	88.439266	16.351567	0.004124	2
237	-0.248479	88.417468	16.354824	0.005334	1
238	-0.236733	87.877439	16.435944	0.003551	2
239	-0.233614	88.877426	16.286361	0.003970	1
240	-0.227426	88.337499	16.366786	0.002446	2
241	-0.225916	88.507783	16.341336	0.006031	1
242	-0.215680	89.507694	16.193474	0.004885	2
243	-0.234610	88.968551	16.272866	0.004603	1
244	-0.238852	89.967802	16.126331	0.003882	2
245	-0.238831	89.428528	16.205083	0.006119	1
246	-0.240090	88.888499	16.284720	0.004448	2
247	-0.241844	89.884390	16.138461	0.006757	1
248	-0.222308	90.879639	15.994898	0.008449	1
249	-0.247752	91.879639	15.853200	0.004761	1
